dataset,split,user,history_length,lag,item,target,negative_count,margin_with_item,margin_without_item,margin_influence,target_score_influence,rank_with_item,rank_without_item,rank_improvement
amazon-all-beauty,test,0,15,1,268,269,64,0.07151031494140625,0.0100250244140625,0.06148529052734375,0.1044921875,3,28,25
amazon-all-beauty,test,0,15,2,692,269,64,0.07151031494140625,0.07233428955078125,-0.000823974609375,0.00244140625,3,3,0
amazon-all-beauty,test,0,15,3,1516,269,64,0.07151031494140625,0.0711822509765625,0.00032806396484375,0.00146484375,3,3,0
amazon-all-beauty,test,0,15,4,645,269,64,0.07151031494140625,0.07433319091796875,-0.0028228759765625,0.00048828125,3,3,0
amazon-all-beauty,test,0,15,5,385,269,64,0.07151031494140625,0.07081985473632812,0.000690460205078125,0.0029296875,3,3,0
amazon-all-beauty,test,0,15,6,317,269,64,0.07151031494140625,0.06952667236328125,0.001983642578125,0.00390625,3,3,0
amazon-all-beauty,test,0,15,7,296,269,64,0.07151031494140625,0.06940460205078125,0.002105712890625,0.00390625,3,3,0
amazon-all-beauty,test,0,15,8,383,269,64,0.07151031494140625,0.07411575317382812,-0.002605438232421875,0.00048828125,3,3,0
amazon-all-beauty,test,0,15,9,3185,269,64,0.07151031494140625,0.07239913940429688,-0.000888824462890625,0.00146484375,3,3,0
amazon-all-beauty,test,0,15,10,330,269,64,0.07151031494140625,0.07373046875,-0.00222015380859375,-0.0009765625,3,3,0
amazon-all-beauty,test,0,15,11,61,269,64,0.07151031494140625,0.07161712646484375,-0.0001068115234375,0.001953125,3,3,0
amazon-all-beauty,test,0,15,12,707,269,64,0.07151031494140625,0.07360458374023438,-0.002094268798828125,0.0,3,3,0
amazon-all-beauty,test,0,15,13,60,269,64,0.07151031494140625,0.07016754150390625,0.0013427734375,0.00341796875,3,3,0
amazon-all-beauty,test,0,15,14,212,269,64,0.07151031494140625,0.070892333984375,0.00061798095703125,0.0029296875,3,3,0
amazon-all-beauty,test,0,15,15,335,269,64,0.07151031494140625,0.0737762451171875,-0.00226593017578125,0.00048828125,3,3,0
amazon-all-beauty,test,1,2,1,992,993,64,-0.12041962146759033,-0.08470535278320312,-0.03571426868438721,-0.037109375,61,61,0
amazon-all-beauty,test,1,2,2,991,993,64,-0.12041962146759033,-0.11916154623031616,-0.00125807523727417,0.01171875,61,61,0
amazon-all-beauty,test,3,4,1,3235,2023,64,-0.062255859375,-0.016893386840820312,-0.04536247253417969,-0.01806640625,53,47,-6
amazon-all-beauty,test,3,4,2,723,2023,64,-0.062255859375,-0.0640869140625,0.0018310546875,0.01171875,53,56,3
amazon-all-beauty,test,3,4,3,2707,2023,64,-0.062255859375,-0.05821990966796875,-0.00403594970703125,0.009521484375,53,51,-2
amazon-all-beauty,test,3,4,4,1328,2023,64,-0.062255859375,-0.0596466064453125,-0.0026092529296875,0.010498046875,53,53,0
amazon-all-beauty,test,4,8,1,1380,49,64,0.0400543212890625,-0.05340576171875,0.0934600830078125,0.116943359375,13,56,43
