dataset,split,user,history_length,lag,item,target,raw_cosine,random_cosine,excess_cosine,raw_cluster_match,random_cluster_match,excess_cluster_match,matching_widened_bins
amazon-sports-and-outdoors,valid,11,6,1,1554,278373,0.08355119824409485,0.07005229592323303,0.013498902320861816,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,11,6,2,208951,278373,0.07609735429286957,0.06093701720237732,0.015160337090492249,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,11,6,3,199105,278373,0.05700921639800072,0.06812811642885208,-0.011118900030851364,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,11,6,4,164025,278373,0.044676706194877625,0.06308592855930328,-0.01840922236442566,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,11,6,5,213048,278373,0.07418864965438843,0.0871393010020256,-0.012950651347637177,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,11,6,6,7276,278373,0.028775488957762718,0.047562964260578156,-0.018787475302815437,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,585,3,1,18362,19210,0.2075476050376892,0.1652141511440277,0.0423334538936615,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,585,3,2,11667,19210,0.16042862832546234,0.18043449521064758,-0.02000586688518524,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,585,3,3,11571,19210,0.17811265587806702,0.15200470387935638,0.026107951998710632,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,802,4,1,192819,32887,0.21529152989387512,0.17471596598625183,0.04057556390762329,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,802,4,2,192819,32887,0.21529152989387512,0.16410072147846222,0.0511908084154129,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,802,4,3,297822,32887,0.19985836744308472,0.12530751526355743,0.07455085217952728,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,802,4,4,297822,32887,0.19985836744308472,0.14066947996616364,0.05918888747692108,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,1962,5,1,33903,22320,0.4472472667694092,0.1237795352935791,0.3234677314758301,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,1962,5,2,155531,22320,0.290042519569397,0.1083187460899353,0.18172377347946167,1.0,0.0,1.0,0
amazon-sports-and-outdoors,valid,1962,5,3,844,22320,0.11245883256196976,0.13347941637039185,-0.02102058380842209,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,1962,5,4,82136,22320,0.15052539110183716,0.1256578117609024,0.024867579340934753,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,1962,5,5,53960,22320,0.2794507145881653,0.1178339272737503,0.16161678731441498,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,2571,3,1,58097,2254,0.06317451596260071,0.11157740652561188,-0.04840289056301117,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,2571,3,2,33846,2254,0.14203888177871704,0.11788083612918854,0.024158045649528503,0.0,0.15,-0.15,0
amazon-sports-and-outdoors,valid,2571,3,3,270984,2254,0.23181584477424622,0.11148566007614136,0.12033018469810486,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,2579,3,1,34143,53665,0.12420915067195892,0.1536722332239151,-0.029463082551956177,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,2579,3,2,275341,53665,0.34433549642562866,0.14135438203811646,0.2029811143875122,1.0,0.0,1.0,0
amazon-sports-and-outdoors,valid,2579,3,3,3171,53665,0.15031962096691132,0.16997364163398743,-0.01965402066707611,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,2644,6,1,265823,25961,0.13865602016448975,0.183394193649292,-0.044738173484802246,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,2644,6,2,122289,25961,0.2103128731250763,0.15689000487327576,0.05342286825180054,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,2644,6,3,3198,25961,0.36502090096473694,0.1683872938156128,0.19663360714912415,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,2644,6,4,8523,25961,0.18022170662879944,0.17541588842868805,0.004805818200111389,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,2644,6,5,46197,25961,0.16545604169368744,0.13704046607017517,0.028415575623512268,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,2644,6,6,13123,25961,0.25032463669776917,0.16505007445812225,0.08527456223964691,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,3026,3,1,3554,3555,0.06822146475315094,0.15253126621246338,-0.08430980145931244,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,3026,3,2,3553,3555,0.07767356187105179,0.10935588926076889,-0.0316823273897171,0.0,0.05,-0.05,0
amazon-sports-and-outdoors,valid,3026,3,3,3552,3555,0.20325994491577148,0.16315999627113342,0.04009994864463806,0.0,0.0,0.0,0
amazon-sports-and-outdoors,valid,3281,4,1,248686,36112,0.1204836443066597,0.12837004661560059,-0.007886402308940887,0.0,0.05,-0.05,0
