dataset,split,user,history_length,lag,item,target,raw_cosine,random_cosine,excess_cosine,raw_cosine_z,random_cosine_z,excess_cosine_z,raw_cluster_match,random_cluster_match,excess_cluster_match,matching_widened_bins
amazon-toys-and-games,valid,10,4,1,270286,63431,0.20060034096240997,0.10687406361103058,0.0937262773513794,1.3136768057549244,-0.2775144321825766,1.591191237937501,0.0,0.15,-0.15,0
amazon-toys-and-games,valid,10,4,2,47431,63431,0.13339683413505554,0.10781693458557129,0.025579899549484253,0.1727627073376183,-0.26150730936076433,0.4342700166983826,0.0,0.05,-0.05,0
amazon-toys-and-games,valid,10,4,3,62366,63431,0.103475421667099,0.1201939582824707,-0.016718536615371704,-0.33521318470847333,-0.0513825480367052,-0.2838306366717681,0.0,0.15,-0.15,0
amazon-toys-and-games,valid,10,4,4,118380,63431,0.10182487964630127,0.10732708126306534,-0.005502201616764069,-0.363234440599123,-0.26982355040513956,-0.09341089019398346,0.0,0.15,-0.15,0
amazon-toys-and-games,valid,528,3,1,11578,6008,0.208074152469635,0.1471506655216217,0.060923486948013306,1.4405597218416146,0.40626153614874444,1.0342981856928701,0.0,0.1,-0.1,0
amazon-toys-and-games,valid,528,3,2,10822,6008,0.09252970665693283,0.22831586003303528,-0.13578615337610245,-0.5210386149860695,1.7842032402438925,-2.305241855229962,0.0,0.2,-0.2,0
amazon-toys-and-games,valid,528,3,3,31742,6008,0.14651057124137878,0.21117708086967468,-0.0646665096282959,0.3953946540004431,1.4932381448155738,-1.0978434908151307,0.0,0.3,-0.3,0
amazon-toys-and-games,valid,722,25,1,97903,101057,0.23549962043762207,0.09600606560707092,0.13949355483055115,1.9061619580575435,-0.46202046065729385,2.3681824187148375,0.0,0.05,-0.05,0
amazon-toys-and-games,valid,722,25,2,143888,101057,0.09158839285373688,0.10568328201770782,-0.014094889163970947,-0.5370193017061847,-0.29773033418078537,-0.23928896752539935,0.0,0.05,-0.05,0
amazon-toys-and-games,valid,722,25,3,105804,101057,0.14270785450935364,0.10298518091440201,0.03972267359495163,0.3308359228169551,-0.3435360031561417,0.6743719259730968,0.0,0.0,0.0,0
amazon-toys-and-games,valid,722,25,4,28219,101057,0.1722193956375122,0.12082314491271973,0.05139625072479248,0.8318534281331097,-0.04070084508880791,0.8725542732219176,0.0,0.0,0.0,0
amazon-toys-and-games,valid,722,25,5,156010,101057,0.13719256222248077,0.11114317178726196,0.02604939043521881,0.23720279228478183,-0.20503777231951684,0.44224056460429867,0.0,0.05,-0.05,0
