dataset,split,user,history_length,lag,item,target,raw_cosine,random_cosine,excess_cosine,raw_cosine_z,random_cosine_z,excess_cosine_z,raw_cluster_match,random_cluster_match,excess_cluster_match,matching_widened_bins
amazon:Baby_Products,valid,3,3,1,20909,505,0.2295677363872528,0.15961328148841858,0.06995445489883423,1.0520362983315679,0.08073647709216102,0.9712998212394068,0.0,0.0,0.0,0
amazon:Baby_Products,valid,3,3,2,9573,505,0.17577514052391052,0.1670398712158203,0.00873526930809021,0.3051397808527542,0.1838527873411017,0.12128699351165254,0.0,0.0,0.0,0
amazon:Baby_Products,valid,3,3,3,16444,505,0.1922311633825302,0.15535762906074524,0.03687353432178497,0.5336274745100635,0.02164782507944915,0.5119796494306144,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,170,10,1,65691,5767,0.02162320166826248,0.08012588322162628,-0.0585026815533638,-1.8352206989870232,-1.0229258391816738,-0.8122948598053494,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,170,10,2,49660,5767,0.045428045094013214,0.07493427395820618,-0.029506228864192963,-1.5046965000993116,-1.0950100139036016,-0.4096864861957099,0.0,0.0,0.0,0
amazon:Baby_Products,valid,170,10,3,2202,5767,0.0636516660451889,0.07623632252216339,-0.012584656476974487,-1.2516661563162077,-1.0769314006223516,-0.1747347556938561,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,170,10,4,58567,5767,0.028409549966454506,0.07616154104471207,-0.04775199107825756,-1.7409939782094148,-1.0779697224245233,-0.6630242557848915,0.0,0.0,0.0,0
amazon:Baby_Products,valid,170,10,5,22815,5767,0.08979526162147522,0.08834502846002579,0.0014502331614494324,-0.8886689784163135,-0.9088050971596928,0.020136118743379283,0.0,0.0,0.0,0
amazon:Baby_Products,valid,170,10,6,63,5767,0.08268393576145172,0.07563142478466034,0.007052510976791382,-0.9874079300185381,-1.0853302519200212,0.09792232190148309,0.0,0.0,0.0,0
amazon:Baby_Products,valid,170,10,7,1196,5767,0.11315508931875229,0.07997488230466843,0.03318020701408386,-0.5643237097788665,-1.02502244852357,0.46069873874470346,0.0,0.0,0.0,0
amazon:Baby_Products,valid,170,10,8,6596,5767,0.08731533586978912,0.08038455992937088,0.006930775940418243,-0.9231021169888771,-1.0193341788599046,0.09623206187102751,0.0,0.0,0.0,0
amazon:Baby_Products,valid,170,10,9,12273,5767,0.06078832596540451,0.07240940630435944,-0.011621080338954926,-1.291422905356197,-1.1300671593617584,-0.16135574599443858,0.0,0.0,0.0,0
amazon:Baby_Products,valid,170,10,10,29216,5767,0.06361074000597,0.0721982792019844,-0.008587539196014404,-1.2522344039658369,-1.1329986055018537,-0.11923579846398313,0.0,0.0,0.0,0
amazon:Baby_Products,valid,234,8,1,4418,52829,0.18087930977344513,0.16305840015411377,0.01782090961933136,0.37600987321239404,0.12857107388771186,0.24743879932468218,0.0,0.0,0.0,0
amazon:Baby_Products,valid,234,8,2,7114,52829,0.2631099224090576,0.17876486480236053,0.08434505760669708,1.5177610235699153,0.34665134235963985,1.1711096812102755,1.0,0.0,1.0,0
amazon:Baby_Products,valid,234,8,3,1439,52829,0.21706947684288025,0.1745685338973999,0.04250094294548035,0.8785011420815678,0.28838635460805084,0.590114787473517,1.0,0.05,0.95,0
amazon:Baby_Products,valid,234,8,4,864,52829,0.20471158623695374,0.18745705485343933,0.017254531383514404,0.7069149728548729,0.4673401913400424,0.23957478151483053,0.0,0.0,0.0,0
amazon:Baby_Products,valid,234,8,5,1099,52829,0.1678701937198639,0.16411443054676056,0.0037557631731033325,0.19538160421080508,0.14323378740730933,0.052147816803495756,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,234,8,6,31255,52829,0.16877222061157227,0.15726718306541443,0.011505037546157837,0.20790601827330507,0.04816149695444915,0.15974452131885591,0.0,0.0,0.0,0
amazon:Baby_Products,valid,234,8,7,2539,52829,0.21893160045146942,0.19075605273246765,0.02817554771900177,0.904356254965572,0.5131459381620763,0.3912103168034957,1.0,0.1,0.9,0
amazon:Baby_Products,valid,234,8,8,14320,52829,0.2530446946620941,0.16616681218147278,0.08687788248062134,1.3780078952595338,0.17173058461334745,1.2062773106461864,0.0,0.0,0.0,0
amazon:Baby_Products,valid,570,9,1,28904,1616,0.1130015105009079,0.12504276633262634,-0.012041255831718445,-0.5664561126191737,-0.3992663367319915,-0.1671897758871822,0.0,0.0,0.0,0
amazon:Baby_Products,valid,570,9,2,76880,1616,0.14458896219730377,0.15009459853172302,-0.0055056363344192505,-0.12787237652277542,-0.051428015757415256,-0.07644436076536015,0.0,0.2,-0.2,0
amazon:Baby_Products,valid,570,9,3,56279,1616,0.21166782081127167,0.1296570599079132,0.08201076090335846,0.8035005213850636,-0.33519804356461863,1.1386985649496821,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,570,9,4,76879,1616,0.1556723713874817,0.14884333312511444,0.0068290382623672485,0.026017942266949153,-0.06880151780985169,0.09481946007680084,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,570,9,5,47582,1616,0.3690166473388672,0.1349344253540039,0.23408222198486328,2.9882489737817797,-0.26192316604872884,3.2501721398305086,1.0,0.0,1.0,0
amazon:Baby_Products,valid,570,9,6,53145,1616,0.18621626496315002,0.1452569216489792,0.04095934331417084,0.4501121391684322,-0.11859792935646186,0.568710068524894,0.0,0.1,-0.1,0
amazon:Baby_Products,valid,570,9,7,76878,1616,0.14428332448005676,0.11586841195821762,0.028414912521839142,-0.13211607852224577,-0.5266499147576801,0.3945338362354343,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,570,9,8,41781,1616,0.17953325808048248,0.16515927016735077,0.014373987913131714,0.35732028767213986,0.1577411199020127,0.19957916777012716,0.0,0.1,-0.1,0
amazon:Baby_Products,valid,570,9,9,6347,1616,0.11688978224992752,0.14278700947761536,-0.025897227227687836,-0.5124684479277013,-0.15289203191207626,-0.35957641601562507,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,747,3,1,40433,13660,0.35623571276664734,0.21525339782238007,0.14098231494426727,2.8107889466366527,0.853285346596928,1.9575036000397246,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,747,3,2,53430,13660,0.16310667991638184,0.24512207508087158,-0.08201539516448975,0.12924142611228814,1.2680043365995763,-1.1387629104872883,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,747,3,3,5122,13660,0.27282193303108215,0.23555819690227509,0.03726373612880707,1.652609821901483,1.135212319584216,0.517397502317267,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,749,6,1,15,1293,0.44328099489212036,0.15862901508808136,0.284651979804039,4.019390558792373,0.06707018836069915,3.9523203704316736,1.0,0.05,0.95,0
amazon:Baby_Products,valid,749,6,2,20630,1293,0.17619335651397705,0.17187966406345367,0.0043136924505233765,0.31094660354872883,0.2510520805746822,0.05989452297404663,0.0,0.05,-0.05,0
amazon:Baby_Products,valid,749,6,3,3049,1293,0.19188052415847778,0.1770251840353012,0.014855340123176575,0.528758938029661,0.3224963172007415,0.2062626208289195,0.0,0.0,0.0,0
amazon:Baby_Products,valid,749,6,4,8848,1293,0.26197171211242676,0.17189756035804749,0.09007415175437927,1.5019572629766949,0.25130056607521184,1.250656696901483,0.0,0.0,0.0,0
amazon:Baby_Products,valid,749,6,5,3320,1293,0.25061196088790894,0.1683254987001419,0.08228646218776703,1.34423000529661,0.20170339810646187,1.142526607190148,0.0,0.0,0.0,0
