dataset,split,user,history_length,lag,item,target,negative_count,margin_with_item,margin_without_item,margin_influence,target_score_influence,rank_with_item,rank_without_item,rank_improvement
amazon:Baby_Products,test,0,6,1,7217,4281,64,1.1492109298706055,0.9801806211471558,0.1690303087234497,0.15087890625,1,1,0
amazon:Baby_Products,test,0,6,2,12447,4281,64,1.1492109298706055,1.07464599609375,0.07456493377685547,0.07080078125,1,1,0
amazon:Baby_Products,test,0,6,3,8074,4281,64,1.1492109298706055,1.2322410345077515,-0.083030104637146,-0.1044921875,1,1,0
amazon:Baby_Products,test,0,6,4,10165,4281,64,1.1492109298706055,1.1480964422225952,0.001114487648010254,-0.00439453125,1,1,0
amazon:Baby_Products,test,0,6,5,11969,4281,64,1.1492109298706055,1.1995372772216797,-0.05032634735107422,-0.033203125,1,1,0
amazon:Baby_Products,test,0,6,6,3969,4281,64,1.1492109298706055,0.9948254823684692,0.15438544750213623,0.1396484375,1,2,1
amazon:Baby_Products,test,92,4,1,28235,15655,64,-0.09635090827941895,-0.16520720720291138,0.06885629892349243,0.099365234375,37,43,6
amazon:Baby_Products,test,92,4,2,4155,15655,64,-0.09635090827941895,-0.09495806694030762,-0.0013928413391113281,-0.003173828125,37,37,0
amazon:Baby_Products,test,92,4,3,18742,15655,64,-0.09635090827941895,-0.07879941165447235,-0.017551496624946594,-0.00244140625,37,35,-2
amazon:Baby_Products,test,92,4,4,60327,15655,64,-0.09635090827941895,-0.02827535569667816,-0.06807555258274078,-0.177734375,37,34,-3
amazon:Baby_Products,test,184,4,1,2333,6583,64,0.7161436676979065,0.7677397727966309,-0.051596105098724365,-0.0263671875,2,2,0
amazon:Baby_Products,test,184,4,2,2947,6583,64,0.7161436676979065,0.6384820938110352,0.07766157388687134,0.0546875,2,3,1
amazon:Baby_Products,test,184,4,3,13579,6583,64,0.7161436676979065,0.6110391616821289,0.10510450601577759,0.169921875,2,8,6
amazon:Baby_Products,test,184,4,4,10489,6583,64,0.7161436676979065,0.6630308628082275,0.053112804889678955,0.01904296875,2,1,-1
amazon:Baby_Products,test,276,23,1,2502,2291,64,0.35967183113098145,0.36812418699264526,-0.008452355861663818,-0.0054931640625,6,6,0
amazon:Baby_Products,test,276,23,2,3705,2291,64,0.35967183113098145,0.35230347514152527,0.007368355989456177,0.005615234375,6,6,0
amazon:Baby_Products,test,276,23,3,41973,2291,64,0.35967183113098145,0.32463106513023376,0.03504076600074768,0.0433349609375,6,6,0
amazon:Baby_Products,test,276,23,4,41802,2291,64,0.35967183113098145,0.34188312292099,0.017788708209991455,0.0367431640625,6,6,0
amazon:Baby_Products,test,276,23,5,64094,2291,64,0.35967183113098145,0.32190507650375366,0.03776675462722778,0.0394287109375,6,7,1
amazon:Baby_Products,test,276,23,6,11625,2291,64,0.35967183113098145,0.32797229290008545,0.031699538230895996,0.029296875,6,7,1
amazon:Baby_Products,test,276,23,7,53958,2291,64,0.35967183113098145,0.38817548751831055,-0.0285036563873291,-0.013671875,6,6,0
amazon:Baby_Products,test,276,23,8,42949,2291,64,0.35967183113098145,0.34423333406448364,0.015438497066497803,0.0115966796875,6,7,1
amazon:Baby_Products,test,276,23,9,20232,2291,64,0.35967183113098145,0.3738281726837158,-0.014156341552734375,-0.0098876953125,6,6,0
amazon:Baby_Products,test,276,23,10,49952,2291,64,0.35967183113098145,0.4314610958099365,-0.07178926467895508,-0.0672607421875,6,5,-1
amazon:Baby_Products,test,276,23,11,4230,2291,64,0.35967183113098145,0.3574562072753906,0.0022156238555908203,0.0018310546875,6,6,0
amazon:Baby_Products,test,276,23,12,39038,2291,64,0.35967183113098145,0.3607330918312073,-0.00106126070022583,-0.001953125,6,6,0
amazon:Baby_Products,test,276,23,13,39038,2291,64,0.35967183113098145,0.3607330918312073,-0.00106126070022583,-0.001953125,6,6,0
amazon:Baby_Products,test,276,23,14,12307,2291,64,0.35967183113098145,0.35728031396865845,0.002391517162322998,0.0018310546875,6,6,0
amazon:Baby_Products,test,276,23,15,9574,2291,64,0.35967183113098145,0.35955625772476196,0.00011557340621948242,0.0001220703125,6,6,0
amazon:Baby_Products,test,276,23,16,1554,2291,64,0.35967183113098145,0.35891032218933105,0.0007615089416503906,0.0008544921875,6,6,0
amazon:Baby_Products,test,276,23,17,10768,2291,64,0.35967183113098145,0.3582080006599426,0.0014638304710388184,0.00048828125,6,6,0
amazon:Baby_Products,test,276,23,18,1216,2291,64,0.35967183113098145,0.35904356837272644,0.0006282627582550049,0.000732421875,6,6,0
amazon:Baby_Products,test,276,23,19,428,2291,64,0.35967183113098145,0.35894715785980225,0.0007246732711791992,0.000732421875,6,6,0
amazon:Baby_Products,test,276,23,20,17096,2291,64,0.35967183113098145,0.358871728181839,0.0008001029491424561,0.000732421875,6,6,0
amazon:Baby_Products,test,276,23,21,35635,2291,64,0.35967183113098145,0.35672271251678467,0.0029491186141967773,-0.0015869140625,6,6,0
amazon:Baby_Products,test,276,23,22,10203,2291,64,0.35967183113098145,0.358890175819397,0.0007816553115844727,0.0008544921875,6,6,0
amazon:Baby_Products,test,276,23,23,19924,2291,64,0.35967183113098145,0.35822463035583496,0.0014472007751464844,0.0008544921875,6,6,0
amazon:Baby_Products,test,369,5,1,4874,3834,64,1.0382847785949707,0.4019238352775574,0.6363609433174133,0.5902099609375,1,10,9
