dataset,split,user,history_length,lag,item,target,raw_cosine,random_cosine,excess_cosine,raw_cosine_z,random_cosine_z,excess_cosine_z,raw_cluster_match,random_cluster_match,excess_cluster_match,matching_widened_bins
amazon-all-beauty,valid,0,14,1,692,268,0.05719735845923424,0.05812640115618706,-0.0009290426969528198,-0.5009751616712117,-0.485407282859309,-0.015567878811902691,0.0,0.1,-0.1,0
amazon-all-beauty,valid,0,14,2,1516,268,0.03494282811880112,0.05637812614440918,-0.021435298025608063,-0.8738921788244812,-0.5147029585074842,-0.35918922031699707,0.0,0.1,-0.1,0
amazon-all-beauty,valid,0,14,3,645,268,0.07881104946136475,0.07433360815048218,0.004477441310882568,-0.13879662746314703,-0.21382467939644412,0.07502805193329709,0.0,0.15,-0.15,0
amazon-all-beauty,valid,0,14,4,385,268,0.16239959001541138,0.06368523091077805,0.09871435910463333,1.2618884795586849,-0.3922585091384537,1.6541469886971387,1.0,0.05,0.95,0
amazon-all-beauty,valid,0,14,5,317,268,0.03688555583357811,0.07871730625629425,-0.04183175042271614,-0.8413380779985761,-0.14036747330345498,-0.7009706046951211,0.0,0.3,-0.3,0
amazon-all-beauty,valid,0,14,6,296,268,0.03530682623386383,0.0619010329246521,-0.02659420669078827,-0.8677926975394514,-0.42215614260089096,-0.44563655493856047,0.0,0.45,-0.45,0
amazon-all-beauty,valid,0,14,7,383,268,0.04276316612958908,0.06986011564731598,-0.027096949517726898,-0.7428475295103217,-0.2887865615399333,-0.4540609679703884,0.0,0.25,-0.25,0
amazon-all-beauty,valid,0,14,8,3185,268,0.028903665021061897,0.06784062087535858,-0.038936955854296684,-0.9750898520200045,-0.3226270405343023,-0.6524628114857023,1.0,0.4,0.6,0
amazon-all-beauty,valid,0,14,9,330,268,0.06111323833465576,0.07476116716861725,-0.013647928833961487,-0.4353571405162305,-0.20666011419282687,-0.2286970263234036,1.0,0.3,0.7,0
amazon-all-beauty,valid,0,14,10,61,268,0.05413319543004036,0.09132323414087296,-0.037190038710832596,-0.5523210458322552,0.07086884367355946,-0.6231898895058147,0.0,0.25,-0.25,0
amazon-all-beauty,valid,0,14,11,707,268,0.19162021577358246,0.0845775455236435,0.10704267024993896,1.7515356853364312,-0.042168009466025405,1.7937036948024567,0.0,0.25,-0.25,0
amazon-all-beauty,valid,0,14,12,60,268,0.0419960543513298,0.06447522342205048,-0.022479169070720673,-0.7557019475454597,-0.37902068086840984,-0.3766812666770499,0.0,0.3,-0.3,0
amazon-all-beauty,valid,0,14,13,212,268,0.03688555583357811,0.0682983547449112,-0.031412798911333084,-0.8413380779985761,-0.3149568382576246,-0.5263812397409515,0.0,0.15,-0.15,0
amazon-all-beauty,valid,0,14,14,335,268,0.08119979500770569,0.12881264090538025,-0.04761284589767456,-0.09876864887843767,0.6990752147631043,-0.7978438636415419,1.0,0.35,0.65,0
amazon-all-beauty,valid,1,1,1,991,992,0.23393769562244415,0.10425148159265518,0.12968621402978897,2.4606456111482364,0.2875062385314801,2.1731393726167565,0.0,0.0,0.0,0
amazon-all-beauty,valid,3,3,1,723,3235,0.05570540577173233,0.11492502689361572,-0.05921962112188339,-0.525975668868893,0.4663618070470202,-0.9923374759159131,0.0,0.0,0.0,0
amazon-all-beauty,valid,3,3,2,2707,3235,0.04996027797460556,0.12105003744363785,-0.07108975946903229,-0.6222462209090918,0.5689980177154006,-1.1912442386244924,0.0,0.0,0.0,0
amazon-all-beauty,valid,3,3,3,1328,3235,0.1223580613732338,0.07345066964626312,0.04890739172697067,0.5909164484676231,-0.22861999470017438,0.8195364431677975,0.0,0.0,0.0,0
amazon-all-beauty,valid,4,7,1,2537,1380,0.1546708196401596,0.16640929877758026,-0.011738479137420654,1.132378220276109,1.3290787823135644,-0.19670056203745534,0.0,0.15,-0.15,0
amazon-all-beauty,valid,4,7,2,1257,1380,0.2621578574180603,0.1802060902118683,0.08195176720619202,2.9335281388591765,1.5602702848640664,1.3732578539951101,1.0,0.05,0.95,0
amazon-all-beauty,valid,4,7,3,2536,1380,0.3982042372226715,0.15410400927066803,0.24410022795200348,5.213244195551705,1.1228802336168127,4.090363961934893,0.0,0.05,-0.05,0
amazon-all-beauty,valid,4,7,4,679,1380,0.1247556135058403,0.15269844233989716,-0.027942828834056854,0.6310919981684702,1.0993272842076744,-0.4682352860392043,0.0,0.05,-0.05,0
amazon-all-beauty,valid,4,7,5,371,1380,0.22504781186580658,0.1629447340965271,0.06210307776927948,2.311678686991612,1.271023406314658,1.0406552806769542,1.0,0.05,0.95,0
amazon-all-beauty,valid,4,7,6,329,1380,0.20885860919952393,0.1623137891292572,0.046544820070266724,2.0403977803156734,1.260450722389953,0.7799470579257204,0.0,0.05,-0.05,0
amazon-all-beauty,valid,4,7,7,2535,1380,0.11168663203716278,0.17307919263839722,-0.061392560601234436,0.4120963369715273,1.4408455500348172,-1.0287492130632898,0.0,0.1,-0.1,0
amazon-all-beauty,valid,5,8,1,300,1364,0.033463723957538605,0.0577828474342823,-0.024319123476743698,-0.8986773845079667,-0.4911641794212578,-0.40751320508670896,0.0,0.3,-0.3,0
amazon-all-beauty,valid,5,8,2,68,1364,0.20907168090343475,0.05579699948430061,0.15327468141913414,2.043968202294781,-0.5244408418669994,2.5684090441617804,0.0,0.1,-0.1,0
amazon-all-beauty,valid,5,8,3,302,1364,0.08408277481794357,0.08427146822214127,-0.00018869340419769287,-0.0504588344316374,-0.04729691726809908,-0.003161917163538322,0.0,0.2,-0.2,0
amazon-all-beauty,valid,5,8,4,67,1364,0.13994228839874268,0.07446874678134918,0.0654735416173935,0.8855736436987789,-0.21156017440109318,1.097133818099872,1.0,0.3,0.7,0
amazon-all-beauty,valid,5,8,5,532,1364,0.13994228839874268,0.07638877630233765,0.06355351209640503,0.8855736436987789,-0.1793864250179236,1.0649600687167025,0.0,0.15,-0.15,0
amazon-all-beauty,valid,5,8,6,829,1364,0.03151267394423485,0.07234364002943039,-0.04083096608519554,-0.9313709412871085,-0.24717038315117393,-0.6842005581359346,1.0,0.35,0.65,0
amazon-all-beauty,valid,5,8,7,81,1364,0.05564148724079132,0.07218049466609955,-0.016539007425308228,-0.5270467455231611,-0.24990419425952104,-0.27714255126364007,1.0,0.1,0.9,0
amazon-all-beauty,valid,5,8,8,563,1364,0.050062619149684906,0.07131977379322052,-0.021257154643535614,-0.6205312997151265,-0.2643272108590867,-0.3562040888560398,1.0,0.15,0.85,0
amazon-all-beauty,valid,6,2,1,1879,1880,0.059350691735744476,0.10816363245248795,-0.04881294071674347,-0.46489196377266434,0.3530617729321238,-0.8179537367047882,0.0,0.05,-0.05,0
amazon-all-beauty,valid,6,2,2,1878,1880,0.12202382832765579,0.10384384542703629,0.018179982900619507,0.5853157375793531,0.2806755186447428,0.30464021893461024,0.0,0.0,0.0,0
amazon-all-beauty,valid,7,4,1,3498,3498,1.0,0.10755987465381622,0.8924401253461838,15.297477713733883,0.34294466176781335,14.95453305196607,1.0,0.1,0.9,0
amazon-all-beauty,valid,7,4,2,3497,3498,0.5410361289978027,0.08747979998588562,0.4535563290119171,7.6066644214715975,0.006464788464233512,7.600199633007364,1.0,0.0,1.0,0
amazon-all-beauty,valid,7,4,3,3497,3498,0.5410361289978027,0.0745575800538063,0.46647854894399643,7.6066644214715975,-0.21007160382773507,7.816736025299333,1.0,0.05,0.95,0
amazon-all-beauty,valid,7,4,4,3497,3498,0.5410361289978027,0.0870673805475235,0.45396874845027924,7.6066644214715975,-0.000446084262233374,7.607110505733831,1.0,0.0,1.0,0
amazon-all-beauty,valid,8,15,1,2303,198,0.08084520697593689,0.0776880607008934,0.0031571462750434875,-0.1047104463058686,-0.15761444174389858,0.05290399543802997,0.0,0.25,-0.25,0
amazon-all-beauty,valid,8,15,2,1675,198,0.031532250344753265,0.07983864098787308,-0.04830639064311981,-0.9310429014329192,-0.12157737542522673,-0.8094655260076925,0.0,0.2,-0.2,0
amazon-all-beauty,valid,8,15,3,3933,198,0.03329174593091011,0.08017227053642273,-0.04688052460551262,-0.9015592037027615,-0.11598677727841782,-0.7855724264243438,0.0,0.3,-0.3,0
amazon-all-beauty,valid,8,15,4,2706,198,0.11268723011016846,0.08055460453033447,0.032132625579833984,0.4288632623142135,-0.10958004344109125,0.5384433057553047,0.0,0.2,-0.2,0
amazon-all-beauty,valid,8,15,5,1946,198,0.09938080608844757,0.06846009194850922,0.030920714139938354,0.2058887991712546,-0.3122466235460203,0.5181354227172749,0.0,0.05,-0.05,0
amazon-all-beauty,valid,8,15,6,3932,198,0.04578685387969017,0.08177527785301208,-0.035988423973321915,-0.6921798856948094,-0.08912533837888385,-0.6030545473159256,0.0,0.25,-0.25,0
amazon-all-beauty,valid,8,15,7,3089,198,0.05479966104030609,0.07113121449947357,-0.01633155345916748,-0.541153145920929,-0.2674868807467448,-0.2736662651741842,0.0,0.25,-0.25,0
amazon-all-beauty,valid,8,15,8,877,198,0.03901371732354164,0.06696458905935287,-0.027950871735811234,-0.8056766812978892,-0.3373066211301987,-0.46837006016769045,0.0,0.35,-0.35,0
amazon-all-beauty,valid,8,15,9,2472,198,0.11250878870487213,0.06895110011100769,0.04355768859386444,0.42587313690685574,-0.30401884715371585,0.7298919840605715,0.0,0.1,-0.1,0
amazon-all-beauty,valid,8,15,10,3573,198,0.08679261058568954,0.06653061509132385,0.020261995494365692,-0.0050503779949242775,-0.3445786810300888,0.3395283030351645,0.0,0.1,-0.1,0
amazon-all-beauty,valid,8,15,11,766,198,0.02904045581817627,0.062242262065410614,-0.033201806247234344,-0.9727976618342953,-0.41643819882086686,-0.5563594630134284,0.0,0.1,-0.1,0
amazon-all-beauty,valid,8,15,12,123,198,0.07005694508552551,0.08289574086666107,-0.012838795781135559,-0.28548830963965866,-0.07034984779387736,-0.21513846184578128,0.0,0.1,-0.1,0
amazon-all-beauty,valid,8,15,13,2670,198,0.08144629746675491,0.07118567079305649,0.010260626673698425,-0.09463803096184344,-0.2665743618906956,0.1719363309288522,0.0,0.3,-0.3,0
amazon-all-beauty,valid,8,15,14,598,198,0.09410463273525238,0.07241666316986084,0.02168796956539154,0.11747647148971606,-0.24594674143436754,0.3634232129240836,0.0,0.2,-0.2,0
amazon-all-beauty,valid,8,15,15,3931,198,0.09335201233625412,0.07482598721981049,0.018526025116443634,0.10486488409830709,-0.20557393085069692,0.310438814949004,0.0,0.25,-0.25,0
amazon-all-beauty,valid,9,5,1,238,1979,0.19491171836853027,0.11174482107162476,0.08316689729690552,1.8066910766605107,0.413071405006244,1.3936196716542666,1.0,0.2,0.8,0
amazon-all-beauty,valid,9,5,2,240,1979,0.19411635398864746,0.09464131295681,0.09947504103183746,1.793363232506596,0.12646957016791208,1.6668936623386839,1.0,0.2,0.8,0
amazon-all-beauty,valid,9,5,3,1526,1979,0.14932027459144592,0.07827477157115936,0.07104550302028656,1.0427196532703014,-0.14778298431370224,1.1905026375840035,0.0,0.1,-0.1,0
amazon-all-beauty,valid,9,5,4,138,1979,0.1230769157409668,0.10035745799541473,0.022719457745552063,0.6029622217318444,0.22225446092065274,0.38070776081119173,0.0,0.15,-0.15,0
amazon-all-beauty,valid,9,5,5,400,1979,0.040012504905462265,0.07511906325817108,-0.035106558352708817,-0.7889400941795867,-0.20066288396034931,-0.5882772102192373,0.0,0.0,0.0,0
amazon-all-beauty,valid,10,5,1,1243,575,0.027027025818824768,0.0842808187007904,-0.05725379288196564,-1.006536514019412,-0.04714023219978033,-0.9593962818196317,0.0,0.1,-0.1,0
amazon-all-beauty,valid,10,5,2,2596,575,0.053252339363098145,0.0849958211183548,-0.03174348175525665,-0.5670814659355113,-0.03515900569278677,-0.5319224602427246,0.0,0.1,-0.1,0
amazon-all-beauty,valid,10,5,3,805,575,0.17209213972091675,0.09316299110651016,0.07892914861440659,1.424305599556038,0.1016974735937281,1.32260812596231,0.0,0.15,-0.15,0
amazon-all-beauty,valid,10,5,4,129,575,0.051349617540836334,0.09450967609882355,-0.04316005855798721,-0.5989651918814661,0.12426374404276816,-0.7232289359242343,1.0,0.15,0.85,0
amazon-all-beauty,valid,10,5,5,2762,575,0.07096093147993088,0.06476923823356628,0.0061916932463645935,-0.2703402968713862,-0.3740939030469003,0.1037536061755141,0.0,0.05,-0.05,0
amazon-all-beauty,valid,11,5,1,638,567,0.12104550004005432,0.0960175171494484,0.025027982890605927,0.5689219848814515,0.1495304910079313,0.4193914938735202,0.0,0.0,0.0,0
amazon-all-beauty,valid,11,5,2,133,567,0.031253814697265625,0.07830379903316498,-0.04704998433589935,-0.9357086207063375,-0.14729657393428403,-0.7884120467720535,0.0,0.05,-0.05,0
amazon-all-beauty,valid,11,5,3,559,567,0.030334383249282837,0.0908818393945694,-0.06054745614528656,-0.951115444746821,0.06347243450829447,-1.0145878792551155,0.0,0.1,-0.1,0
amazon-all-beauty,valid,11,5,4,23,567,0.03461160510778427,0.08161993324756622,-0.04700832813978195,-0.8794424508541053,-0.09172843294019531,-0.78771401791391,0.0,0.15,-0.15,0
amazon-all-beauty,valid,11,5,5,53,567,0.14920759201049805,0.08367837965488434,0.06552921235561371,1.0408314421362355,-0.057235245151268196,1.0980666872875036,0.0,0.05,-0.05,0
amazon-all-beauty,valid,13,11,1,547,548,0.07511746138334274,0.06166974827647209,0.013447713106870651,-0.20068972642225252,-0.4260317571294047,0.2253420307071522,0.0,0.3,-0.3,0
amazon-all-beauty,valid,13,11,2,118,548,0.08920514583587646,0.04739866405725479,0.041806481778621674,0.03537624236121277,-0.6651709381034677,0.7005471804646805,0.0,0.25,-0.25,0
amazon-all-beauty,valid,13,11,3,169,548,0.029000740498304367,0.05644979327917099,-0.027449052780866623,-0.9734631676165049,-0.5135020392468005,-0.4599611283697044,0.0,0.25,-0.25,0
amazon-all-beauty,valid,13,11,4,546,548,0.04919189587235451,0.06572447717189789,-0.01653258129954338,-0.6351219256407623,-0.3580870563463851,-0.2770348692943772,0.0,0.25,-0.25,0
amazon-all-beauty,valid,13,11,5,545,548,0.027681827545166016,0.05739111825823784,-0.029709290713071823,-0.9955640646853392,-0.4977283474188632,-0.497835717266476,0.0,0.2,-0.2,0
amazon-all-beauty,valid,13,11,6,544,548,0.021442249417304993,0.06460259109735489,-0.043160341680049896,-1.1001200731987695,-0.37688639302545446,-0.723233680173315,0.0,0.3,-0.3,0
amazon-all-beauty,valid,13,11,7,543,548,0.07991054654121399,0.06510483473539352,0.014805711805820465,-0.12037246100742256,-0.3684703448538475,0.24809788384642495,0.0,0.2,-0.2,0
amazon-all-beauty,valid,13,11,8,66,548,0.10721124708652496,0.05326695367693901,0.05394429340958595,0.33710274326839434,-0.566836575288892,0.9039393185572864,0.0,0.25,-0.25,0
amazon-all-beauty,valid,13,11,9,102,548,0.07378784567117691,0.056762803345918655,0.017025042325258255,-0.22296996859119836,-0.5082569597665829,0.2852869911753846,0.0,0.15,-0.15,0
amazon-all-beauty,valid,13,11,10,246,548,0.08520286530256271,0.06713774800300598,0.018065117299556732,-0.03168958627963166,-0.33440501342279155,0.3027154271431599,1.0,0.35,0.65,0
amazon-all-beauty,valid,13,11,11,542,548,0.053055811673402786,0.07937246561050415,-0.026316653937101364,-0.5703746614650553,-0.1293890312337014,-0.44098563023135395,1.0,0.15,0.85,0
amazon-all-beauty,valid,14,14,1,652,795,0.18642231822013855,0.12578873336315155,0.060633584856987,1.6644350176770097,0.6484038879121216,1.016031129764888,0.0,0.1,-0.1,0
amazon-all-beauty,valid,14,14,2,619,795,0.04944324120879173,0.11540532112121582,-0.06596207991242409,-0.6309101560951584,0.47441005106622314,-1.1053202071613817,0.0,0.05,-0.05,0
amazon-all-beauty,valid,14,14,3,1259,795,0.07317057251930237,0.1161424070596695,-0.042971834540367126,-0.23331355522477595,0.486761329001501,-0.720074884226277,0.0,0.05,-0.05,0
