dataset,split,user,history_length,old_count,old_fraction,old_item_auc,old_preference_proxy_auc,preference_minus_item_auc,recent_margin,full_margin,full_minus_recent_margin,low_alignment_old_fraction,low_alignment_old_cluster_excess
amazon-all-beauty,valid,0,14,4,0.2857142857142857,0.75,0.825,0.07499999999999996,-1.2828044891357422,-0.9643378257751465,0.3184666633605957,0.21428571428571427,0.0666666666666667
amazon-all-beauty,valid,8,15,5,0.3333333333333333,0.0,0.325,0.325,-0.37307989597320557,-0.8291333913803101,-0.4560534954071045,0.13333333333333333,-0.1
amazon-all-beauty,valid,13,11,1,0.09090909090909091,0.1,0.9,0.8,-0.5184807777404785,-0.6159683465957642,-0.09748756885528564,0.09090909090909091,0.85
amazon-all-beauty,valid,14,14,4,0.2857142857142857,0.75,0.825,0.07499999999999996,1.1613221168518066,1.124629259109497,-0.03669285774230957,0.21428571428571427,-0.03333333333333333
amazon-all-beauty,valid,15,25,15,0.6,1.0,0.325,-0.675,2.2436680793762207,3.0279510021209717,0.784282922744751,0.28,-0.1142857142857143
amazon-all-beauty,valid,33,37,27,0.7297297297297297,0.0,0.3,0.3,-0.20743346214294434,-0.8208808898925781,-0.6134474277496338,0.43243243243243246,-0.05
amazon-all-beauty,valid,34,19,9,0.47368421052631576,0.9,0.975,0.07499999999999996,3.3978772163391113,4.020988464355469,0.6231112480163574,0.05263157894736842,0.0
amazon-all-beauty,valid,36,23,13,0.5652173913043478,0.45,0.425,-0.025000000000000022,1.5301597118377686,1.1168785095214844,-0.4132812023162842,0.2608695652173913,-0.09166666666666666
amazon-all-beauty,valid,81,40,30,0.75,0.4,0.475,0.07499999999999996,-0.8531237840652466,-0.6030244827270508,0.2500993013381958,0.375,-0.0033333333333333335
amazon-all-beauty,valid,93,19,9,0.47368421052631576,0.55,0.8,0.25,-0.5453495979309082,-0.5619966983795166,-0.0166471004486084,0.21052631578947367,0.08749999999999998
amazon-all-beauty,valid,99,26,16,0.6153846153846154,0.15,0.275,0.12500000000000003,-1.3947341442108154,-1.263388991355896,0.13134515285491943,0.38461538461538464,-0.02
amazon-all-beauty,valid,109,12,2,0.16666666666666666,0.85,0.375,-0.475,-0.6704270839691162,-0.2411130666732788,0.4293140172958374,0.0,nan
amazon-all-beauty,valid,110,14,4,0.2857142857142857,0.5,0.325,-0.175,0.05011439323425293,0.09278583526611328,0.04267144203186035,0.07142857142857142,0.0
amazon-all-beauty,valid,124,12,2,0.16666666666666666,0.35,0.325,-0.024999999999999967,1.7247858047485352,1.5447418689727783,-0.18004393577575684,0.08333333333333333,-0.05
amazon-all-beauty,valid,140,14,4,0.2857142857142857,1.0,0.85,-0.15000000000000002,1.0089614391326904,1.036531925201416,0.027570486068725586,0.21428571428571427,0.5499999999999999
