dataset,split,user,history_length,lag,item,target,raw_cosine,random_cosine,excess_cosine,raw_cosine_z,random_cosine_z,excess_cosine_z,raw_cluster_match,random_cluster_match,excess_cluster_match,matching_widened_bins
amazon-all-beauty,valid,0,14,1,692,268,0.05719735845923424,0.08348096907138824,-0.026283610612154007,-0.4828821105040353,-0.04827040266237557,-0.4346117078416597,0.0,0.1,-0.1,0
amazon-all-beauty,valid,0,14,2,1516,268,0.03494282811880112,0.10997215658426285,-0.07502932846546173,-0.8508711049079142,0.3897736856334726,-1.2406447905413867,0.0,0.05,-0.05,0
amazon-all-beauty,valid,0,14,3,645,268,0.07881104946136475,0.06495534628629684,0.013855703175067902,-0.12548969217114064,-0.3546001788969924,0.22911048672585177,0.0,0.1,-0.1,0
amazon-all-beauty,valid,0,14,4,385,268,0.16239959001541138,0.08886733651161194,0.07353225350379944,1.256685645238061,0.04079568444423446,1.2158899607938265,1.0,0.05,0.95,0
amazon-all-beauty,valid,0,14,5,317,268,0.03688555583357811,0.08621671795845032,-0.04933116212487221,-0.8187471999220398,-0.003033524305862483,-0.8157136756161774,0.0,0.1,-0.1,0
amazon-all-beauty,valid,0,14,6,296,268,0.03530682623386383,0.08702511340379715,-0.05171828716993332,-0.844852227031014,0.01033366980981738,-0.8551858968408315,0.0,0.05,-0.05,0
amazon-all-beauty,valid,0,14,7,383,268,0.04276316612958908,0.07429243624210358,-0.031529270112514496,-0.7215581840569282,-0.20020706024046067,-0.5213511238164675,0.0,0.15,-0.15,0
amazon-all-beauty,valid,0,14,8,3185,268,0.028903665021061897,0.08228837698698044,-0.05338471196591854,-0.9507314713763272,-0.06799046662966185,-0.8827410047466653,0.0,0.15,-0.15,0
amazon-all-beauty,valid,0,14,9,330,268,0.06111323833465576,0.08579986542463303,-0.024686627089977264,-0.4181312181904522,-0.009926374542986314,-0.40820484364746584,0.0,0.0,0.0,0
amazon-all-beauty,valid,0,14,10,61,268,0.05413319543004036,0.08193670213222504,-0.027803506702184677,-0.5335494692194857,-0.07380557367433614,-0.4597438955451495,0.0,0.05,-0.05,0
amazon-all-beauty,valid,0,14,11,707,268,0.19162021577358246,0.07050076127052307,0.12111945450305939,1.7398622624981035,-0.26290416678704215,2.0027664292851455,0.0,0.15,-0.15,0
amazon-all-beauty,valid,0,14,12,60,268,0.0419960543513298,0.07570062577724457,-0.033704571425914764,-0.7342427335647705,-0.17692199229970476,-0.5573207412650658,0.0,0.05,-0.05,0
amazon-all-beauty,valid,0,14,13,212,268,0.03688555583357811,0.08025156706571579,-0.04336601123213768,-0.8187471999220398,-0.10167006459252025,-0.7170771353295196,0.0,0.1,-0.1,0
amazon-all-beauty,valid,0,14,14,335,268,0.08119979500770569,0.06951811909675598,0.011681675910949707,-0.08599067520524768,-0.27915261147906145,0.19316193627381378,0.0,0.1,-0.1,0
amazon-all-beauty,valid,1,1,1,991,992,0.23393769562244415,0.14368875324726105,0.0902489423751831,2.439601444456771,0.9472932697783524,1.4923081746784188,0.0,0.1,-0.1,0
amazon-all-beauty,valid,3,3,1,723,3235,0.05570540577173233,0.09235577285289764,-0.036650367081165314,-0.5075522410695185,0.0984785994118612,-0.6060308404813797,0.0,0.05,-0.05,0
amazon-all-beauty,valid,3,3,2,2707,3235,0.04996027797460556,0.08046647161245346,-0.0305061936378479,-0.6025505972893921,-0.09811651810840794,-0.5044340791809842,0.0,0.05,-0.05,0
amazon-all-beauty,valid,3,3,3,1328,3235,0.1223580613732338,0.069922536611557,0.05243552476167679,0.5945803734562496,-0.2724653800563179,0.8670457535125675,0.0,0.0,0.0,0
amazon-all-beauty,valid,4,7,1,2537,1380,0.1546708196401596,0.16171734035015106,-0.007046520709991455,1.128886837765585,1.2454043301794644,-0.11651749241387943,0.0,0.05,-0.05,0
amazon-all-beauty,valid,4,7,2,1257,1380,0.2621578574180603,0.15034613013267517,0.11181172728538513,2.9062349254705717,1.0573760883305903,1.8488588371399814,1.0,0.05,0.95,0
amazon-all-beauty,valid,4,7,3,2536,1380,0.3982042372226715,0.17143160104751587,0.22677263617515564,5.15582499682917,1.4060341422094955,3.7497908546196745,0.0,0.1,-0.1,0
amazon-all-beauty,valid,4,7,4,679,1380,0.1247556135058403,0.17842096090316772,-0.05366534739732742,0.6342250114159098,1.5216064533508014,-0.8873814419348915,0.0,0.15,-0.15,0
amazon-all-beauty,valid,4,7,5,371,1380,0.22504781186580658,0.1631123125553131,0.06193549931049347,2.2926030879905,1.2684708434307592,1.0241322445597407,1.0,0.05,0.95,0
amazon-all-beauty,valid,4,7,6,329,1380,0.20885860919952393,0.16029086709022522,0.048567742109298706,2.024907103477083,1.2218169323582475,0.8030901711188356,0.0,0.0,0.0,0
amazon-all-beauty,valid,4,7,7,2535,1380,0.11168663203716278,0.1790458858013153,-0.06735925376415253,0.41812333346659336,1.5319398767629981,-1.1138165432964047,0.0,0.15,-0.15,0
amazon-all-beauty,valid,5,8,1,300,1364,0.033463723957538605,0.06354646384716034,-0.030082739889621735,-0.8753287791250457,-0.37789670432710565,-0.49743207479794005,0.0,0.0,0.0,0
amazon-all-beauty,valid,5,8,2,68,1364,0.20907168090343475,0.059872906655073166,0.1491987742483616,2.0284303430538633,-0.4386406785346955,2.4670710215885587,0.0,0.05,-0.05,0
amazon-all-beauty,valid,5,8,3,302,1364,0.08408277481794357,0.07388477772474289,0.010197997093200684,-0.038319265158520216,-0.20694788314568205,0.16862861798716183,0.0,0.15,-0.15,0
amazon-all-beauty,valid,5,8,4,67,1364,0.13994228839874268,0.05188058689236641,0.08806170150637627,0.8853437336126333,-0.5707973975236916,1.456141131136325,0.0,0.0,0.0,0
amazon-all-beauty,valid,5,8,5,532,1364,0.13994228839874268,0.08044975250959396,0.05949253588914871,0.8853437336126333,-0.09839297623870706,0.9837367098513403,0.0,0.0,0.0,0
amazon-all-beauty,valid,5,8,6,829,1364,0.03151267394423485,0.06876711547374725,-0.037254441529512405,-0.9075902971820182,-0.29157080515904876,-0.6160194920229695,0.0,0.05,-0.05,0
amazon-all-beauty,valid,5,8,7,81,1364,0.05564148724079132,0.06682316213846207,-0.011181674897670746,-0.5086091636630283,-0.32371497634921637,-0.18489418731381196,1.0,0.2,0.8,0
amazon-all-beauty,valid,5,8,8,563,1364,0.050062619149684906,0.06678048521280289,-0.01671786606311798,-0.6008583384311974,-0.32442065913457885,-0.27643767929661855,1.0,0.1,0.9,0
amazon-all-beauty,valid,6,2,1,1879,1880,0.059350691735744476,0.07897637784481049,-0.01962568610906601,-0.44727574474758813,-0.1227559105707228,-0.32451983417686536,0.0,0.05,-0.05,0
amazon-all-beauty,valid,6,2,2,1878,1880,0.12202382832765579,0.08305030316114426,0.038973525166511536,0.589053674826473,-0.05539166349378397,0.644445338320257,1.0,0.1,0.9,0
amazon-all-beauty,valid,7,4,1,3498,3498,1.0,0.0849948599934578,0.9150051400065422,15.106797414278729,-0.023237513199982532,15.130034927478711,1.0,0.05,0.95,0
amazon-all-beauty,valid,7,4,2,3497,3498,0.5410361289978027,0.06831492483615875,0.472721204161644,7.5176166598794385,-0.2990479873533957,7.816664647232834,1.0,0.0,1.0,0
amazon-all-beauty,valid,7,4,3,3497,3498,0.5410361289978027,0.06549641489982605,0.4755397140979767,7.5176166598794385,-0.34565335809465153,7.86327001797409,1.0,0.0,1.0,0
amazon-all-beauty,valid,7,4,4,3497,3498,0.5410361289978027,0.09549976140260696,0.44553636759519577,7.5176166598794385,0.15046591018079858,7.36715074969864,1.0,0.0,1.0,0
amazon-all-beauty,valid,8,15,1,2303,198,0.08084520697593689,0.07189876586198807,0.008946441113948822,-0.09185395298474681,-0.2397875116199578,0.14793355863521096,0.0,0.0,0.0,0
amazon-all-beauty,valid,8,15,2,1675,198,0.031532250344753265,0.0774143636226654,-0.04588211327791214,-0.9072665923079714,-0.14858454114880304,-0.7586820511591683,0.0,0.1,-0.1,0
amazon-all-beauty,valid,8,15,3,3933,198,0.03329174593091011,0.06955133378505707,-0.03625958785414696,-0.8781725156636507,-0.27860339118277205,-0.5995691244808787,0.0,0.05,-0.05,0
amazon-all-beauty,valid,8,15,4,2706,198,0.11268723011016846,0.0648191049695015,0.04786812514066696,0.43466868729142055,-0.35685299234202356,0.7915216796334441,0.0,0.15,-0.15,0
amazon-all-beauty,valid,8,15,5,1946,198,0.09938080608844757,0.05824264883995056,0.04113815724849701,0.21464078645685333,-0.46559774861566117,0.6802385350725145,1.0,0.1,0.9,0
amazon-all-beauty,valid,8,15,6,3932,198,0.04578685387969017,0.06948161125183105,-0.023694757372140884,-0.6715601028783985,-0.2797562856495007,-0.3918038172288978,1.0,0.0,1.0,0
amazon-all-beauty,valid,8,15,7,3089,198,0.05479966104030609,0.07552104443311691,-0.02072138339281082,-0.5225291508404961,-0.17989145322421451,-0.3426376976162816,1.0,0.1,0.9,0
amazon-all-beauty,valid,8,15,8,877,198,0.03901371732354164,0.08172367513179779,-0.04270995780825615,-0.78355706134617,-0.07732807405825444,-0.7062289872879155,0.0,0.15,-0.15,0
amazon-all-beauty,valid,8,15,9,2472,198,0.11250878870487213,0.07686303555965424,0.035645753145217896,0.43171807578488575,-0.15770100671291837,0.5894190824978041,0.0,0.1,-0.1,0
amazon-all-beauty,valid,8,15,10,3573,198,0.08679261058568954,0.06800931692123413,0.018783293664455414,0.006489127735791281,-0.3041013561540239,0.3105904838898152,0.0,0.0,0.0,0
amazon-all-beauty,valid,8,15,11,766,198,0.02904045581817627,0.08047793805599213,-0.05143748223781586,-0.9484695720190369,-0.09792691513936588,-0.850542656879671,0.0,0.1,-0.1,0
amazon-all-beauty,valid,8,15,12,123,198,0.07005694508552551,0.08330252766609192,-0.013245582580566406,-0.27024287351861903,-0.051221014168910374,-0.21902185934970866,0.0,0.05,-0.05,0
amazon-all-beauty,valid,8,15,13,2670,198,0.08144629746675491,0.08132436126470566,0.00012193620204925537,-0.08191464256667966,-0.08393091429594683,0.0020162717292671745,0.0,0.2,-0.2,0
amazon-all-beauty,valid,8,15,14,598,198,0.09410463273525238,0.08564122021198273,0.008463412523269653,0.12739680975448756,-0.01254964681057068,0.13994645656505825,0.0,0.15,-0.15,0
amazon-all-beauty,valid,8,15,15,3931,198,0.09335201233625412,0.06401935964822769,0.029332652688026428,0.11495188193266655,-0.3700771526389524,0.48502903457161894,0.0,0.05,-0.05,0
amazon-all-beauty,valid,9,5,1,238,1979,0.19491171836853027,0.061017729341983795,0.13389398902654648,1.7942887865120465,-0.4197105037396075,2.213999290251654,0.0,0.0,0.0,0
amazon-all-beauty,valid,9,5,2,240,1979,0.19411635398864746,0.11007519066333771,0.08404116332530975,1.7811370671155702,0.39147740198102454,1.3896596651345456,0.0,0.0,0.0,0
amazon-all-beauty,valid,9,5,3,1526,1979,0.14932027459144592,0.0774058997631073,0.07191437482833862,1.0404130905388673,-0.1487244949972967,1.189137585536164,0.0,0.0,0.0,0
amazon-all-beauty,valid,9,5,4,138,1979,0.1230769157409668,0.07833516597747803,0.04474174976348877,0.6064669642698194,-0.13335864658222168,0.7398256108520411,0.0,0.0,0.0,0
amazon-all-beauty,valid,9,5,5,400,1979,0.040012504905462265,0.08374528586864471,-0.04373278096318245,-0.7670416448322441,-0.04389980166839525,-0.7231418431638489,0.0,0.1,-0.1,0
amazon-all-beauty,valid,10,5,1,1243,575,0.027027025818824768,0.06528114527463913,-0.03825411945581436,-0.9817625721151936,-0.34921294132046826,-0.6325496307947254,0.0,0.0,0.0,0
amazon-all-beauty,valid,10,5,2,2596,575,0.053252339363098145,0.09213736653327942,-0.038885027170181274,-0.5481148333646771,0.09486714948691083,-0.6429819828515879,0.0,0.2,-0.2,0
amazon-all-beauty,valid,10,5,3,805,575,0.17209213972091675,0.07353581488132477,0.09855632483959198,1.4169564559348964,-0.21271814582340942,1.629674601758306,0.0,0.1,-0.1,0
amazon-all-beauty,valid,10,5,4,129,575,0.051349617540836334,0.08552581071853638,-0.03417619317770004,-0.5795772223386794,-0.014457996382020537,-0.5651192259566589,0.0,0.1,-0.1,0
